Question ID,Model,one,two,tree
73675612,gpt-3.5-turbo,MEDIUM,HIGH,LOW
74506570,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
74506570,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
73518721,gpt-3.5-turbo,VERY HIGH,HIGH,MEDIUM
73518721,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,HIGH
73694809,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,HIGH
73694809,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
74041404,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,MEDIUM
74041404,gpt-3.5-turbo,MEDIUM,HIGH,MEDIUM
72854554,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,LOW
72854554,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
74454140,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,LOW
74454140,gpt-3.5-turbo,HIGH,HIGH,HIGH
74014951,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,VERY HIGH
74014951,gpt-3.5-turbo,LOW,MEDIUM,HIGH
74297221,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
74297221,gpt-3.5-turbo,LOW,MEDIUM,LOW
73587743,meta-llama/Llama-2-7b-chat-hf,LOW,VERY HIGH,VERY LOW
73587743,gpt-3.5-turbo,HIGH,MEDIUM,MEDIUM
73422387,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,MEDIUM
73422387,gpt-3.5-turbo,VERY LOW,VERY HIGH,MEDIUM
74325785,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,HIGH,VERY HIGH
74325785,gpt-3.5-turbo,MEDIUM,MEDIUM,VERY HIGH
73550999,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,LOW
73550999,gpt-3.5-turbo,VERY HIGH,HIGH,VERY HIGH
74495897,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY LOW,MEDIUM
74495897,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73750333,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,LOW
73750333,gpt-3.5-turbo,MEDIUM,LOW,LOW
74460252,gpt-3.5-turbo,HIGH,HIGH,VERY HIGH
74460252,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,VERY HIGH
72830586,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,HIGH
72830586,gpt-3.5-turbo,LOW,MEDIUM,LOW
73464752,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,MEDIUM
73464752,gpt-3.5-turbo,LOW,MEDIUM,VERY HIGH
74141412,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,HIGH,VERY LOW
74141412,gpt-3.5-turbo,MEDIUM,VERY HIGH,MEDIUM
73066189,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,HIGH,HIGH
73066189,gpt-3.5-turbo,MEDIUM,HIGH,VERY HIGH
73874791,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,VERY HIGH
73874791,gpt-3.5-turbo,VERY HIGH,HIGH,MEDIUM
72843205,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,HIGH
72843205,gpt-3.5-turbo,LOW,LOW,LOW
73868350,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
73868350,gpt-3.5-turbo,VERY HIGH,HIGH,VERY HIGH
73475091,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,LOW
73475091,gpt-3.5-turbo,MEDIUM,MEDIUM,HIGH
74363179,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY LOW,MEDIUM
74363179,gpt-3.5-turbo,HIGH,VERY HIGH,MEDIUM
74485432,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,VERY HIGH
74485432,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
73093527,meta-llama/Llama-2-7b-chat-hf,LOW,VERY HIGH,VERY HIGH
73093527,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
74027109,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY HIGH,LOW
74027109,gpt-3.5-turbo,VERY HIGH,VERY HIGH,LOW
73711919,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
73711919,gpt-3.5-turbo,VERY HIGH,HIGH,HIGH
73187972,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,MEDIUM
73187972,gpt-3.5-turbo,LOW,MEDIUM,MEDIUM
73195147,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,HIGH,MEDIUM
73195147,gpt-3.5-turbo,LOW,HIGH,VERY HIGH
74223372,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY LOW,VERY LOW
74223372,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
74560568,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY LOW,VERY LOW
74560568,gpt-3.5-turbo,HIGH,MEDIUM,HIGH
72957907,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY LOW,MEDIUM
72957907,gpt-3.5-turbo,HIGH,HIGH,VERY HIGH
73206867,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,LOW
73206867,gpt-3.5-turbo,HIGH,MEDIUM,MEDIUM
74422137,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,LOW
74422137,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
74569969,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,MEDIUM
74569969,gpt-3.5-turbo,MEDIUM,MEDIUM,LOW
73003300,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,HIGH
73003300,gpt-3.5-turbo,LOW,MEDIUM,VERY HIGH
74367732,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,VERY HIGH
74367732,gpt-3.5-turbo,HIGH,VERY HIGH,LOW
74500669,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY LOW,HIGH
74500669,gpt-3.5-turbo,LOW,VERY HIGH,MEDIUM
73989407,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,LOW
73989407,gpt-3.5-turbo,HIGH,MEDIUM,LOW
74065917,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,VERY HIGH
74065917,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
74425498,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY LOW,MEDIUM
74425498,gpt-3.5-turbo,HIGH,HIGH,LOW
73616779,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,MEDIUM
73616779,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
73000455,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,VERY HIGH
73000455,gpt-3.5-turbo,VERY HIGH,HIGH,LOW
73297257,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,VERY HIGH
73297257,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73410047,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY LOW,LOW
73410047,gpt-3.5-turbo,VERY LOW,LOW,VERY LOW
74363222,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY HIGH,HIGH
74363222,gpt-3.5-turbo,HIGH,HIGH,HIGH
73443078,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
73443078,gpt-3.5-turbo,LOW,HIGH,MEDIUM
73750290,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY HIGH,VERY HIGH
73750290,gpt-3.5-turbo,MEDIUM,VERY HIGH,LOW
73232841,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,HIGH
73232841,gpt-3.5-turbo,MEDIUM,MEDIUM,HIGH
74053380,meta-llama/Llama-2-7b-chat-hf,LOW,VERY LOW,VERY LOW
74053380,gpt-3.5-turbo,LOW,MEDIUM,LOW
73539348,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,LOW
73539348,gpt-3.5-turbo,LOW,LOW,HIGH
72907961,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY LOW
72907961,gpt-3.5-turbo,LOW,LOW,MEDIUM
72849419,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
72849419,gpt-3.5-turbo,VERY HIGH,HIGH,HIGH
72965331,meta-llama/Llama-2-7b-chat-hf,LOW,VERY LOW,LOW
72965331,gpt-3.5-turbo,HIGH,HIGH,MEDIUM
73147931,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY LOW
73147931,gpt-3.5-turbo,VERY HIGH,MEDIUM,VERY LOW
73369911,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,LOW,VERY HIGH
73369911,gpt-3.5-turbo,VERY LOW,LOW,VERY HIGH
73841384,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,MEDIUM
73841384,gpt-3.5-turbo,VERY HIGH,HIGH,VERY HIGH
73704007,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,LOW,HIGH
73704007,gpt-3.5-turbo,VERY HIGH,MEDIUM,LOW
73791548,meta-llama/Llama-2-7b-chat-hf,LOW,VERY HIGH,LOW
73791548,gpt-3.5-turbo,HIGH,LOW,LOW
74489862,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
74489862,gpt-3.5-turbo,MEDIUM,HIGH,HIGH
72882674,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY LOW,VERY HIGH
72882674,gpt-3.5-turbo,HIGH,HIGH,HIGH
73102323,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,HIGH
73102323,gpt-3.5-turbo,LOW,LOW,VERY LOW
73223467,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY HIGH,VERY HIGH
73223467,gpt-3.5-turbo,VERY HIGH,MEDIUM,MEDIUM
73526145,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY LOW
73526145,gpt-3.5-turbo,MEDIUM,LOW,VERY HIGH
73961325,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,MEDIUM
73961325,gpt-3.5-turbo,VERY HIGH,VERY HIGH,MEDIUM
73034413,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,HIGH,HIGH
73034413,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
74365144,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
74365144,gpt-3.5-turbo,VERY HIGH,VERY HIGH,MEDIUM
73354652,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,MEDIUM
73354652,gpt-3.5-turbo,HIGH,HIGH,MEDIUM
74405956,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY LOW,MEDIUM
74405956,gpt-3.5-turbo,HIGH,HIGH,VERY HIGH
73073571,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
73073571,gpt-3.5-turbo,LOW,VERY HIGH,VERY LOW
74603346,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,LOW
74603346,gpt-3.5-turbo,LOW,MEDIUM,MEDIUM
73583513,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,MEDIUM
73583513,gpt-3.5-turbo,VERY HIGH,VERY HIGH,MEDIUM
73436929,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,HIGH
73436929,gpt-3.5-turbo,HIGH,MEDIUM,LOW
73858913,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,HIGH
73858913,gpt-3.5-turbo,MEDIUM,VERY HIGH,VERY HIGH
73964168,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,VERY LOW
73964168,gpt-3.5-turbo,MEDIUM,HIGH,HIGH
74167747,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
74167747,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
74349234,meta-llama/Llama-2-7b-chat-hf,VERY LOW,MEDIUM,VERY HIGH
74349234,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73549943,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,HIGH
73549943,gpt-3.5-turbo,MEDIUM,MEDIUM,HIGH
73290373,meta-llama/Llama-2-7b-chat-hf,VERY LOW,HIGH,VERY LOW
73290373,gpt-3.5-turbo,HIGH,VERY HIGH,LOW
74077744,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,HIGH,VERY HIGH
74077744,gpt-3.5-turbo,HIGH,HIGH,VERY HIGH
73646644,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,MEDIUM
73646644,gpt-3.5-turbo,VERY HIGH,MEDIUM,HIGH
73277769,meta-llama/Llama-2-7b-chat-hf,LOW,VERY LOW,LOW
73277769,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73504314,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,LOW
73504314,gpt-3.5-turbo,MEDIUM,HIGH,MEDIUM
74318528,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,MEDIUM
74318528,gpt-3.5-turbo,MEDIUM,VERY HIGH,VERY HIGH
73206798,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,HIGH
73206798,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
73676116,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY HIGH,MEDIUM
73676116,gpt-3.5-turbo,VERY HIGH,VERY HIGH,MEDIUM
73364270,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
73364270,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
73760219,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,LOW
73760219,gpt-3.5-turbo,VERY LOW,VERY LOW,LOW
73946426,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,VERY HIGH
73946426,gpt-3.5-turbo,VERY HIGH,HIGH,LOW
73393051,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,HIGH
73393051,gpt-3.5-turbo,MEDIUM,VERY HIGH,VERY HIGH
73410719,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY HIGH
73410719,gpt-3.5-turbo,MEDIUM,VERY HIGH,LOW
73611950,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,MEDIUM
73611950,gpt-3.5-turbo,MEDIUM,HIGH,MEDIUM
73546092,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
73546092,gpt-3.5-turbo,MEDIUM,MEDIUM,LOW
73300008,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,HIGH
73300008,gpt-3.5-turbo,HIGH,MEDIUM,MEDIUM
74367079,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,LOW,MEDIUM
74367079,gpt-3.5-turbo,VERY HIGH,HIGH,HIGH
73766357,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,MEDIUM
73766357,gpt-3.5-turbo,MEDIUM,VERY LOW,HIGH
73972027,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,MEDIUM
73972027,gpt-3.5-turbo,MEDIUM,MEDIUM,LOW
74354445,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,LOW
74354445,gpt-3.5-turbo,HIGH,VERY LOW,HIGH
74543156,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,MEDIUM
74543156,gpt-3.5-turbo,HIGH,MEDIUM,HIGH
73525303,meta-llama/Llama-2-7b-chat-hf,HIGH,LOW,VERY LOW
73525303,gpt-3.5-turbo,LOW,HIGH,VERY LOW
74603229,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY HIGH,MEDIUM
74603229,gpt-3.5-turbo,MEDIUM,VERY HIGH,MEDIUM
73201201,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
73201201,gpt-3.5-turbo,MEDIUM,MEDIUM,LOW
73954718,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,VERY LOW
73954718,gpt-3.5-turbo,MEDIUM,VERY LOW,LOW
74590672,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,HIGH
74590672,gpt-3.5-turbo,MEDIUM,LOW,LOW
73611112,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,LOW
73611112,gpt-3.5-turbo,HIGH,HIGH,HIGH
74406469,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY HIGH
74406469,gpt-3.5-turbo,MEDIUM,HIGH,MEDIUM
74574699,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,VERY HIGH
74574699,gpt-3.5-turbo,LOW,VERY HIGH,HIGH
74484753,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,MEDIUM
74484753,gpt-3.5-turbo,HIGH,VERY HIGH,MEDIUM
72921785,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY LOW,VERY LOW
72921785,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
74438621,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,MEDIUM
74438621,gpt-3.5-turbo,VERY LOW,VERY LOW,LOW
73296988,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,HIGH
73296988,gpt-3.5-turbo,MEDIUM,VERY HIGH,MEDIUM
74173571,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY LOW,LOW
74173571,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
73211933,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,MEDIUM
73211933,gpt-3.5-turbo,MEDIUM,LOW,LOW
73805636,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,MEDIUM
73805636,gpt-3.5-turbo,LOW,VERY HIGH,LOW
74132943,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,LOW
74132943,gpt-3.5-turbo,MEDIUM,HIGH,HIGH
74456405,meta-llama/Llama-2-7b-chat-hf,VERY LOW,HIGH,MEDIUM
74456405,gpt-3.5-turbo,MEDIUM,VERY LOW,LOW
73367075,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,VERY HIGH
73367075,gpt-3.5-turbo,HIGH,HIGH,HIGH
74237232,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,VERY HIGH
74237232,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
74263069,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,VERY LOW
74263069,gpt-3.5-turbo,HIGH,LOW,LOW
74214976,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,VERY HIGH
74214976,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
73903529,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,MEDIUM
73903529,gpt-3.5-turbo,VERY HIGH,VERY LOW,HIGH
73131247,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,VERY LOW
73131247,gpt-3.5-turbo,LOW,VERY HIGH,HIGH
74452093,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY LOW,HIGH
74452093,gpt-3.5-turbo,MEDIUM,LOW,VERY HIGH
72929659,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,VERY HIGH
72929659,gpt-3.5-turbo,HIGH,MEDIUM,HIGH
73101069,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,MEDIUM
73101069,gpt-3.5-turbo,MEDIUM,LOW,VERY LOW
73977102,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY HIGH,HIGH
73977102,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73316485,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,VERY HIGH
73316485,gpt-3.5-turbo,LOW,MEDIUM,LOW
72940123,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,VERY HIGH
72940123,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
73693052,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY LOW,VERY LOW
73693052,gpt-3.5-turbo,VERY LOW,VERY HIGH,VERY HIGH
74475086,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,LOW,LOW
74475086,gpt-3.5-turbo,VERY HIGH,HIGH,HIGH
73674092,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,VERY HIGH
73674092,gpt-3.5-turbo,VERY HIGH,HIGH,VERY HIGH
74571672,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
74571672,gpt-3.5-turbo,VERY LOW,LOW,VERY LOW
73613668,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
73613668,gpt-3.5-turbo,MEDIUM,MEDIUM,VERY HIGH
73001297,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY HIGH
73001297,gpt-3.5-turbo,LOW,VERY HIGH,VERY HIGH
72970327,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,MEDIUM
72970327,gpt-3.5-turbo,MEDIUM,MEDIUM,HIGH
73332258,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY HIGH,MEDIUM
73332258,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73907799,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,VERY HIGH
73907799,gpt-3.5-turbo,MEDIUM,MEDIUM,HIGH
73503049,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,VERY HIGH
73503049,gpt-3.5-turbo,VERY HIGH,VERY HIGH,HIGH
73076798,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,HIGH
73076798,gpt-3.5-turbo,HIGH,MEDIUM,HIGH
73067624,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,MEDIUM
73067624,gpt-3.5-turbo,MEDIUM,MEDIUM,LOW
73493717,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,LOW
73493717,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
73581456,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,MEDIUM
73581456,gpt-3.5-turbo,MEDIUM,VERY HIGH,VERY LOW
73111730,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,VERY HIGH
73111730,gpt-3.5-turbo,MEDIUM,MEDIUM,LOW
73870058,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY HIGH,HIGH
73870058,gpt-3.5-turbo,VERY HIGH,MEDIUM,VERY HIGH
74244055,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY HIGH
74244055,gpt-3.5-turbo,HIGH,VERY HIGH,MEDIUM
73008559,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,LOW
73008559,gpt-3.5-turbo,LOW,MEDIUM,VERY HIGH
74328847,meta-llama/Llama-2-7b-chat-hf,LOW,VERY LOW,LOW
74328847,gpt-3.5-turbo,MEDIUM,LOW,MEDIUM
73218534,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,VERY LOW
73218534,gpt-3.5-turbo,VERY HIGH,VERY HIGH,HIGH
74162662,meta-llama/Llama-2-7b-chat-hf,LOW,VERY LOW,MEDIUM
74162662,gpt-3.5-turbo,HIGH,VERY HIGH,MEDIUM
73077152,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,LOW
73077152,gpt-3.5-turbo,LOW,MEDIUM,MEDIUM
73060562,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY HIGH,MEDIUM
73060562,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
74109047,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
74109047,gpt-3.5-turbo,VERY LOW,HIGH,HIGH
73772360,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,LOW
73772360,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
72901581,meta-llama/Llama-2-7b-chat-hf,HIGH,HIGH,HIGH
72901581,gpt-3.5-turbo,MEDIUM,HIGH,HIGH
73319080,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,VERY HIGH
73319080,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
73336387,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,VERY LOW
73336387,gpt-3.5-turbo,LOW,LOW,LOW
73225767,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
73225767,gpt-3.5-turbo,VERY HIGH,MEDIUM,VERY LOW
73676462,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,HIGH
73676462,gpt-3.5-turbo,VERY HIGH,MEDIUM,VERY HIGH
74286842,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,LOW
74286842,gpt-3.5-turbo,LOW,MEDIUM,VERY HIGH
74392033,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY HIGH,VERY HIGH
74392033,gpt-3.5-turbo,LOW,VERY LOW,VERY LOW
73413953,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,HIGH
73413953,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
74591448,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,HIGH
74591448,gpt-3.5-turbo,MEDIUM,VERY HIGH,MEDIUM
73528506,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,MEDIUM
73528506,gpt-3.5-turbo,LOW,HIGH,VERY LOW
73397834,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,VERY HIGH
73397834,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
73679367,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,MEDIUM
73679367,gpt-3.5-turbo,MEDIUM,HIGH,HIGH
72938512,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
72938512,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
74189852,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,MEDIUM
74189852,gpt-3.5-turbo,HIGH,VERY HIGH,HIGH
73851725,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY HIGH,HIGH
73851725,gpt-3.5-turbo,HIGH,VERY HIGH,MEDIUM
73944185,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,LOW
73944185,gpt-3.5-turbo,HIGH,VERY HIGH,MEDIUM
73669427,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
73669427,gpt-3.5-turbo,VERY LOW,LOW,VERY HIGH
74322206,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,MEDIUM
74322206,gpt-3.5-turbo,VERY LOW,HIGH,VERY HIGH
73543246,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY HIGH
73543246,gpt-3.5-turbo,HIGH,MEDIUM,MEDIUM
72978467,meta-llama/Llama-2-7b-chat-hf,HIGH,LOW,LOW
72978467,gpt-3.5-turbo,HIGH,HIGH,HIGH
74204364,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
74204364,gpt-3.5-turbo,MEDIUM,VERY HIGH,VERY HIGH
73573447,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,LOW,HIGH
73573447,gpt-3.5-turbo,HIGH,HIGH,MEDIUM
73387665,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,LOW
73387665,gpt-3.5-turbo,VERY HIGH,HIGH,HIGH
73535528,meta-llama/Llama-2-7b-chat-hf,LOW,VERY LOW,MEDIUM
73535528,gpt-3.5-turbo,LOW,LOW,MEDIUM
